Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
closed,2768,medium,email,feature request,2nd line support,adolpho messingham,2023-08-01 04:44:54,2023-08-03 04:44:54,2023-08-01 05:44:54,2023-08-01 05:34:42.960,within sla,2023-08-06 19:45:17.143,sla violated,2023-08-08 18:10:31.274,8.0,3.0,custom software development,tier 2,austria,47.6964719,13.3457347
closed,2769,medium,email,bug report,2nd line support,adolpho messingham,2023-08-02 07:41:06,2023-08-04 07:41:06,2023-08-02 08:41:06,2023-08-02 07:46:46.140,within sla,2023-08-02 12:25:11.661,within sla,2023-08-05 15:42:21.011,2.0,3.0,custom software development,tier 2,poland,52.536273,19.050639
resolved,2771,medium,email,pricing and licensing,2nd line support,michele whyatt,2023-08-02 11:18:10,2023-08-04 11:18:10,2023-08-02 12:18:10,2023-08-02 11:32:08.848,within sla,2023-08-04 09:37:47.927,within sla,2023-08-04 09:37:47.927,3.0,,ready to use software,tier 2,republic of ireland,53.094024,-8.019675
closed,2772,low,email,pricing and licensing,1st line support,kristos westoll,2023-08-02 07:31:31,2023-08-04 07:31:31,2023-08-02 08:31:31,2023-08-02 08:28:03.024,within sla,2023-08-04 05:46:21.136,within sla,2023-08-05 14:31:39.120,5.0,4.0,ready to use software,tier 1,spain,39.67337,-4.767726
closed,2774,low,email,product setup,2nd line support,michele whyatt,2023-08-02 18:06:52,2023-08-04 18:06:52,2023-08-02 19:06:52,2023-08-03 01:15:18.165,sla violated,2023-08-07 07:01:13.853,sla violated,2023-08-08 10:25:49.048,1.0,4.0,custom software development,tier 2,spain,39.67337,-4.767726
closed,2775,low,phone,pricing and licensing,1st line support,bernard beckley,2023-08-02 21:53:43,2023-08-04 21:53:43,2023-08-02 21:55:43,2023-08-02 21:54:42.896,within sla,2023-08-07 03:50:14.130,sla violated,2023-08-09 00:16:31.843,6.0,4.0,ready to use software,tier 1,slovenia,46.1491664,14.9860106
closed,2776,medium,chat,bug report,1st line support,sheela cutten,2023-08-02 02:37:15,2023-08-03 02:37:15,2023-08-02 02:39:15,2023-08-02 02:42:08.921,sla violated,2023-08-02 08:31:38.299,within sla,2023-08-02 14:27:32.360,4.0,4.0,training and consulting services,tier 1,united kingdom,55.378052,-3.435973
resolved,2777,medium,email,pricing and licensing,1st line support,nicola wane,2023-08-02 16:20:43,2023-08-04 16:20:43,2023-08-02 17:20:43,2023-08-02 17:00:49.988,within sla,2023-08-04 08:57:40.906,within sla,2023-08-04 08:57:40.906,1.0,,ready to use software,tier 1,italy,43.036776,12.678565
resolved,2778,high,email,purchasing and invoicing,1st line support,bernard beckley,2023-08-02 15:53:02,2023-08-04 15:53:02,2023-08-02 16:53:02,2023-08-02 16:32:43.303,within sla,2023-08-08 10:26:15.697,sla violated,2023-08-08 10:26:15.697,7.0,,other,tier 1,italy,43.036776,12.678565
in progress,2779,medium,phone,product setup,1st line support,connor danielovitch,2023-08-03 22:39:29,2023-08-05 22:39:29,2023-08-03 22:41:29,2023-08-03 22:42:30.623,sla violated,,sla violated,,1.0,,ready to use software,tier 1,austria,47.6964719,13.3457347
closed,2780,high,email,feature request,2nd line support,adolpho messingham,2023-08-03 18:46:36,2023-08-05 18:46:36,2023-08-03 19:46:36,2023-08-03 19:01:52.807,within sla,2023-08-05 11:59:41.126,within sla,2023-08-09 20:52:20.116,7.0,2.0,ready to use software,tier 2,poland,52.536273,19.050639
resolved,2781,high,chat,bug report,2nd line support,michele whyatt,2023-08-03 00:14:42,2023-08-04 00:14:42,2023-08-03 00:16:42,2023-08-03 00:15:21.620,within sla,2023-08-07 19:15:29.176,sla violated,2023-08-07 19:15:29.176,6.0,,custom software development,tier 2,germany,51.165691,10.451526
resolved,2782,high,phone,product setup,2nd line support,adolpho messingham,2023-08-03 15:31:59,2023-08-05 15:31:59,2023-08-03 15:33:59,2023-08-03 15:32:07.635,within sla,2023-08-04 22:51:02.290,within sla,2023-08-04 22:51:02.290,1.0,,custom software development,tier 2,france,48.864716,2.349014
resolved,2783,low,email,purchasing and invoicing,1st line support,nicola wane,2023-08-03 14:52:35,2023-08-05 14:52:35,2023-08-03 15:52:35,2023-08-03 15:34:40.652,within sla,2023-08-04 04:16:17.865,within sla,2023-08-04 04:16:17.865,1.0,,custom software development,tier 1,france,48.864716,2.349014
closed,2784,medium,chat,feature request,2nd line support,michele whyatt,2023-08-03 12:37:19,2023-08-04 12:37:19,2023-08-03 12:39:19,2023-08-03 12:38:53.206,within sla,2023-08-04 04:47:46.615,within sla,2023-08-07 12:16:38.332,6.0,4.0,ready to use software,tier 2,italy,43.036776,12.678565
closed,2785,medium,phone,product setup,2nd line support,michele whyatt,2023-08-03 21:38:26,2023-08-05 21:38:26,2023-08-03 21:40:26,2023-08-03 21:39:49.591,within sla,2023-08-05 14:52:32.043,within sla,2023-08-05 23:11:46.428,1.0,4.0,custom software development,tier 2,united kingdom,55.378052,-3.435973
in progress,2786,medium,chat,pricing and licensing,1st line support,sheela cutten,2023-08-03 21:33:45,2023-08-04 21:33:45,2023-08-03 21:35:45,2023-08-03 21:35:04.572,within sla,,sla violated,,60.0,,ready to use software,tier 1,germany,51.165691,10.451526
resolved,2787,low,phone,feature request,1st line support,nicola wane,2023-08-04 12:43:41,2023-08-06 12:43:41,2023-08-04 12:45:41,2023-08-04 12:44:01.169,within sla,2023-08-07 02:10:39.293,sla violated,2023-08-07 02:10:39.293,1.0,,ready to use software,tier 1,france,48.864716,2.349014
closed,2788,low,chat,feature request,2nd line support,michele whyatt,2023-08-04 04:37:32,2023-08-05 04:37:32,2023-08-04 04:39:32,2023-08-04 04:38:22.202,within sla,2023-08-04 14:07:43.050,within sla,2023-08-06 05:11:39.180,4.0,1.0,ready to use software,tier 2,italy,43.036776,12.678565
in progress,2789,high,email,product setup,1st line support,sheela cutten,2023-08-04 18:15:36,2023-08-06 18:15:36,2023-08-04 19:15:36,2023-08-04 18:50:58.022,within sla,,sla violated,,6.0,,other,tier 1,greece,39.368279,21.863141
closed,2790,medium,email,product setup,1st line support,bernard beckley,2023-08-04 03:20:18,2023-08-06 03:20:18,2023-08-04 04:20:18,2023-08-04 04:17:24.901,within sla,2023-08-05 21:34:54.432,within sla,2023-08-06 06:58:58.084,8.0,1.0,ready to use software,tier 1,italy,43.036776,12.678565
resolved,2791,high,email,pricing and licensing,1st line support,bernard beckley,2023-08-04 01:50:35,2023-08-06 01:50:35,2023-08-04 02:50:35,2023-08-04 01:55:05.595,within sla,2023-08-05 20:31:49.994,within sla,2023-08-05 20:31:49.994,4.0,,training and consulting services,tier 1,france,48.864716,2.349014
closed,2792,low,phone,bug report,1st line support,kristos westoll,2023-08-05 00:41:24,2023-08-07 00:41:24,2023-08-05 00:43:24,2023-08-05 00:42:23.115,within sla,2023-08-07 05:00:06.240,sla violated,2023-08-08 10:15:07.464,3.0,1.0,ready to use software,tier 1,italy,43.036776,12.678565
closed,2793,medium,email,other,1st line support,nicola wane,2023-08-05 02:24:07,2023-08-07 02:24:07,2023-08-05 03:24:07,2023-08-05 08:21:20.937,sla violated,2023-08-05 09:54:41.732,within sla,2023-08-09 03:05:35.386,9.0,4.0,custom software development,tier 1,united kingdom,55.378052,-3.435973
closed,2794,medium,chat,product setup,1st line support,nicola wane,2023-08-05 01:58:57,2023-08-06 01:58:57,2023-08-05 02:00:57,2023-08-05 01:59:43.430,within sla,2023-08-05 10:23:44.287,within sla,2023-08-07 00:33:12.520,5.0,5.0,training and consulting services,tier 1,poland,52.536273,19.050639
closed,2806,low,email,feature request,1st line support,nicola wane,2023-08-06 11:09:06,2023-08-08 11:09:06,2023-08-06 12:09:06,2023-08-06 11:43:40.429,within sla,2023-08-06 15:34:41.504,within sla,2023-08-11 08:07:36.071,8.0,5.0,ready to use software,tier 1,italy,43.036776,12.678565
resolved,2807,high,email,other,1st line support,connor danielovitch,2023-08-06 12:50:33,2023-08-08 12:50:33,2023-08-06 13:50:33,2023-08-06 13:17:36.041,within sla,2023-08-07 15:01:37.257,within sla,2023-08-07 15:01:37.257,1.0,,custom software development,tier 1,slovenia,46.1491664,14.9860106
resolved,2808,high,email,bug report,1st line support,connor danielovitch,2023-08-06 10:37:40,2023-08-08 10:37:40,2023-08-06 11:37:40,2023-08-06 11:23:39.220,within sla,2023-08-11 17:38:25.158,sla violated,2023-08-11 17:38:25.158,10.0,,custom software development,tier 1,united kingdom,55.378052,-3.435973
closed,2809,low,email,purchasing and invoicing,1st line support,nicola wane,2023-08-06 13:52:11,2023-08-08 13:52:11,2023-08-06 14:52:11,2023-08-06 14:21:28.348,within sla,2023-08-08 07:57:43.174,within sla,2023-08-08 23:06:20.859,3.0,5.0,ready to use software,tier 1,czech republic,49.8037633,15.4749126
closed,2810,low,email,product setup,1st line support,nicola wane,2023-08-06 17:58:30,2023-08-08 17:58:30,2023-08-06 18:58:30,2023-08-06 18:37:10.878,within sla,2023-08-06 21:30:35.867,within sla,2023-08-12 06:43:08.520,2.0,5.0,other,tier 1,czech republic,49.8037633,15.4749126
closed,2811,low,email,pricing and licensing,1st line support,bernard beckley,2023-08-06 13:38:15,2023-08-08 13:38:15,2023-08-06 14:38:15,2023-08-06 13:45:10.286,within sla,2023-08-11 13:43:28.716,sla violated,2023-08-12 00:10:51.545,2.0,5.0,ready to use software,tier 1,france,48.864716,2.349014
resolved,2812,high,email,purchasing and invoicing,1st line support,connor danielovitch,2023-08-07 12:46:44,2023-08-09 12:46:44,2023-08-07 13:46:44,2023-08-07 19:12:47.340,sla violated,2023-08-07 20:36:58.301,within sla,2023-08-07 20:36:58.301,1.0,,other,tier 1,bulgaria,42.7249925,25.4833039
in progress,2813,low,email,bug report,2nd line support,michele whyatt,2023-08-07 11:15:32,2023-08-09 11:15:32,2023-08-07 12:15:32,2023-08-07 11:23:32.077,within sla,,sla violated,,10.0,,other,tier 2,germany,51.165691,10.451526
resolved,2814,low,email,training request,1st line support,kristos westoll,2023-08-07 19:44:12,2023-08-09 19:44:12,2023-08-07 20:44:12,2023-08-07 20:37:17.619,within sla,2023-08-09 03:49:20.704,within sla,2023-08-09 03:49:20.704,2.0,,training and consulting services,tier 1,germany,51.165691,10.451526
closed,2815,low,email,feature request,1st line support,nicola wane,2023-08-07 23:34:02,2023-08-09 23:34:02,2023-08-08 00:34:02,2023-08-07 23:38:23.692,within sla,2023-08-08 07:04:34.816,within sla,2023-08-14 00:06:37.880,1.0,3.0,ready to use software,tier 1,poland,52.536273,19.050639
in progress,2816,medium,chat,bug report,1st line support,sheela cutten,2023-08-07 15:10:55,2023-08-08 15:10:55,2023-08-07 15:12:55,2023-08-07 15:13:07.918,sla violated,,sla violated,,6.0,,custom software development,tier 1,slovenia,46.1491664,14.9860106
closed,2817,medium,email,purchasing and invoicing,1st line support,sheela cutten,2023-08-07 22:29:00,2023-08-09 22:29:00,2023-08-07 23:29:00,2023-08-07 23:12:18.897,within sla,2023-08-11 16:11:22.458,sla violated,2023-08-12 22:53:13.232,4.0,5.0,ready to use software,tier 1,france,48.864716,2.349014
closed,2818,low,email,purchasing and invoicing,1st line support,sheela cutten,2023-08-08 09:40:50,2023-08-10 09:40:50,2023-08-08 10:40:50,2023-08-08 10:16:34.543,within sla,2023-08-10 00:51:58.142,within sla,2023-08-11 20:48:55.109,3.0,5.0,training and consulting services,tier 1,poland,52.536273,19.050639
resolved,2819,low,phone,purchasing and invoicing,1st line support,connor danielovitch,2023-08-08 21:09:26,2023-08-10 21:09:26,2023-08-08 21:11:26,2023-08-08 21:11:16.387,within sla,2023-08-10 18:00:32.120,within sla,2023-08-10 18:00:32.120,1.0,,ready to use software,tier 1,bulgaria,42.7249925,25.4833039
resolved,2820,medium,chat,other,1st line support,bernard beckley,2023-08-08 22:35:28,2023-08-09 22:35:28,2023-08-08 22:37:28,2023-08-08 22:37:01.764,within sla,2023-08-09 16:47:07.458,within sla,2023-08-09 16:47:07.458,6.0,,custom software development,tier 1,bulgaria,42.7249925,25.4833039
closed,2821,medium,chat,training request,1st line support,kristos westoll,2023-08-08 00:50:57,2023-08-09 00:50:57,2023-08-08 00:52:57,2023-08-08 00:52:27.517,within sla,2023-08-08 18:27:14.989,within sla,2023-08-12 06:47:21.383,6.0,4.0,training and consulting services,tier 1,poland,52.536273,19.050639
closed,2822,low,phone,product setup,1st line support,nicola wane,2023-08-08 07:51:46,2023-08-10 07:51:46,2023-08-08 07:53:46,2023-08-08 07:53:27.992,within sla,2023-08-11 20:40:53.639,sla violated,2023-08-12 01:19:18.504,4.0,1.0,training and consulting services,tier 1,italy,43.036776,12.678565
closed,2823,high,email,feature request,2nd line support,adolpho messingham,2023-08-08 01:22:34,2023-08-10 01:22:34,2023-08-08 02:22:34,2023-08-08 01:45:21.519,within sla,2023-08-09 00:36:44.570,within sla,2023-08-09 10:29:58.979,1.0,3.0,ready to use software,tier 2,germany,51.165691,10.451526
closed,2824,low,email,purchasing and invoicing,1st line support,bernard beckley,2023-08-08 05:42:37,2023-08-10 05:42:37,2023-08-08 06:42:37,2023-08-08 05:49:22.298,within sla,2023-08-09 06:53:10.343,within sla,2023-08-10 12:25:26.289,2.0,5.0,ready to use software,tier 1,slovenia,46.1491664,14.9860106
resolved,2825,medium,chat,product setup,1st line support,connor danielovitch,2023-08-09 20:32:09,2023-08-10 20:32:09,2023-08-09 20:34:09,2023-08-09 20:32:35.264,within sla,2023-08-09 23:05:15.032,within sla,2023-08-09 23:05:15.032,8.0,,ready to use software,tier 1,italy,43.036776,12.678565
in progress,2826,medium,email,pricing and licensing,1st line support,connor danielovitch,2023-08-09 08:55:35,2023-08-11 08:55:35,2023-08-09 09:55:35,2023-08-09 09:13:25.568,within sla,,sla violated,,3.0,,custom software development,tier 1,slovenia,46.1491664,14.9860106
resolved,2827,high,email,bug report,1st line support,bernard beckley,2023-08-09 11:05:57,2023-08-11 11:05:57,2023-08-09 12:05:57,2023-08-09 12:04:39.099,within sla,2023-08-13 11:52:57.960,sla violated,2023-08-13 11:52:57.960,2.0,,custom software development,tier 1,spain,39.67337,-4.767726
closed,2828,low,email,feature request,2nd line support,michele whyatt,2023-08-09 17:25:41,2023-08-11 17:25:41,2023-08-09 18:25:41,2023-08-09 17:36:40.870,within sla,2023-08-14 15:55:01.828,sla violated,2023-08-16 15:31:27.310,4.0,3.0,other,tier 2,italy,43.036776,12.678565
resolved,2829,high,chat,pricing and licensing,1st line support,nicola wane,2023-08-09 06:58:57,2023-08-10 06:58:57,2023-08-09 07:00:57,2023-08-09 06:59:10.987,within sla,2023-08-09 19:11:32.256,within sla,2023-08-09 19:11:32.256,6.0,,ready to use software,tier 1,republic of ireland,53.094024,-8.019675
closed,2830,low,chat,feature request,1st line support,sheela cutten,2023-08-09 09:11:08,2023-08-10 09:11:08,2023-08-09 09:13:08,2023-08-09 09:15:01.662,sla violated,2023-08-09 14:03:14.822,within sla,2023-08-11 18:56:17.620,6.0,3.0,custom software development,tier 1,france,48.864716,2.349014
resolved,2831,high,chat,bug report,2nd line support,adolpho messingham,2023-08-09 17:11:17,2023-08-10 17:11:17,2023-08-09 17:13:17,2023-08-09 17:11:58.279,within sla,2023-08-10 08:53:19.812,within sla,2023-08-10 08:53:19.812,6.0,,custom software development,tier 2,bulgaria,42.7249925,25.4833039
in progress,2832,low,email,bug report,2nd line support,heather urry,2023-08-09 03:50:28,2023-08-11 03:50:28,2023-08-09 04:50:28,2023-08-09 04:21:26.422,within sla,,sla violated,,10.0,,custom software development,tier 2,united kingdom,55.378052,-3.435973
closed,2833,low,email,product setup,2nd line support,michele whyatt,2023-08-09 00:29:00,2023-08-11 00:29:00,2023-08-09 01:29:00,2023-08-09 01:03:46.685,within sla,2023-08-09 21:58:22.998,within sla,2023-08-15 08:47:52.166,5.0,4.0,ready to use software,tier 2,czech republic,49.8037633,15.4749126
closed,2834,low,phone,other,2nd line support,heather urry,2023-08-10 18:52:16,2023-08-12 18:52:16,2023-08-10 18:54:16,2023-08-10 18:53:29.813,within sla,2023-08-14 17:33:53.681,sla violated,2023-08-15 21:53:00.783,2.0,4.0,ready to use software,tier 2,spain,39.67337,-4.767726
in progress,2835,high,email,other,2nd line support,adolpho messingham,2023-08-10 20:17:52,2023-08-12 20:17:52,2023-08-10 21:17:52,2023-08-10 20:19:33.448,within sla,,sla violated,,6.0,,ready to use software,tier 2,bulgaria,42.7249925,25.4833039
closed,2836,low,email,purchasing and invoicing,1st line support,kristos westoll,2023-08-10 22:15:02,2023-08-12 22:15:02,2023-08-10 23:15:02,2023-08-10 23:05:08.097,within sla,2023-08-11 14:48:45.103,within sla,2023-08-15 20:10:37.934,2.0,4.0,custom software development,tier 1,germany,51.165691,10.451526
resolved,2837,medium,email,pricing and licensing,1st line support,kristos westoll,2023-08-11 16:51:17,2023-08-13 16:51:17,2023-08-11 17:51:17,2023-08-11 17:49:36.705,within sla,2023-08-12 17:03:52.157,within sla,2023-08-12 17:03:52.157,5.0,,custom software development,tier 1,republic of ireland,53.094024,-8.019675
closed,2838,medium,phone,purchasing and invoicing,1st line support,kristos westoll,2023-08-11 04:48:56,2023-08-13 04:48:56,2023-08-11 04:50:56,2023-08-11 04:50:24.641,within sla,2023-08-14 01:33:00.699,sla violated,2023-08-15 08:39:56.599,6.0,2.0,training and consulting services,tier 1,greece,39.368279,21.863141
closed,2839,medium,email,feature request,1st line support,sheela cutten,2023-08-11 23:20:44,2023-08-13 23:20:44,2023-08-12 00:20:44,2023-08-11 23:24:19.510,within sla,2023-08-13 11:02:02.131,within sla,2023-08-18 12:42:54.276,6.0,4.0,ready to use software,tier 1,czech republic,49.8037633,15.4749126
closed,2840,low,chat,product setup,1st line support,sheela cutten,2023-08-11 23:26:09,2023-08-12 23:26:09,2023-08-11 23:28:09,2023-08-11 23:27:40.124,within sla,2023-08-12 21:43:34.063,within sla,2023-08-12 06:28:14.148,5.0,5.0,other,tier 1,germany,51.165691,10.451526
closed,2841,high,chat,purchasing and invoicing,1st line support,nicola wane,2023-08-11 15:00:10,2023-08-12 15:00:10,2023-08-11 15:02:10,2023-08-11 15:00:44.869,within sla,2023-08-12 09:56:28.938,within sla,2023-08-13 10:00:56.283,5.0,4.0,ready to use software,tier 1,poland,52.536273,19.050639
closed,2842,high,email,purchasing and invoicing,1st line support,connor danielovitch,2023-08-12 08:58:38,2023-08-14 08:58:38,2023-08-12 09:58:38,2023-08-12 09:58:35.887,within sla,2023-08-17 20:19:13.188,sla violated,2023-08-18 05:54:19.810,7.0,3.0,custom software development,tier 1,greece,39.368279,21.863141
in progress,2843,medium,email,feature request,2nd line support,adolpho messingham,2023-08-12 04:28:51,2023-08-14 04:28:51,2023-08-12 05:28:51,2023-08-12 05:20:19.198,within sla,,sla violated,,10.0,,other,tier 2,republic of ireland,53.094024,-8.019675
